"*","24.123.152.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 7843 10796","i"
"*>","24.123.152.0","21","200.219.145.23",NA,NA,0,"53242 12956 7843 10796","i"
"*","24.123.152.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 7843 10796","i"
"*>","24.123.152.0","22","200.219.145.23",NA,NA,0,"53242 12956 7843 10796","i"
"*","24.123.156.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 7843 10796","i"
"*>","24.123.156.0","22","200.219.145.23",NA,NA,0,"53242 12956 7843 10796","i"
"*","24.123.160.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 7843 10796","i"
"*>","24.123.160.0","20","200.219.145.23",NA,NA,0,"53242 12956 7843 10796","i"
"*","24.123.176.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 7843 11426","i"
"*>","24.123.176.0","20","200.219.145.23",NA,NA,0,"53242 12956 7843 11426","i"
"*>","27.33.2.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 7545","i"
"*","27.33.4.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 7545","i"
"*>","27.33.4.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 7545","i"
"*","27.33.6.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 7545","i"
"*>","27.33.6.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 7545","i"
"*","27.33.7.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 7545","i"
"*>","27.33.7.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 7545","i"
"*","27.33.8.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 174 7545","i"
"*>","27.33.8.0","22","200.219.145.23",NA,NA,0,"53242 12956 174 7545","i"
"*","27.33.12.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 174 7545","i"
"*>","27.33.12.0","22","200.219.145.23",NA,NA,0,"53242 12956 174 7545","i"
"*","27.33.16.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 7545","i"
"*>","27.33.16.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 7545","i"
"*","27.33.20.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 2828 7545","i"
"*>","27.33.20.0","22","200.219.145.23",NA,NA,0,"53242 12956 2828 7545","i"
"*","27.33.24.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 7545","i"
"*>","27.33.24.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 7545","i"
"*>","27.33.25.0","24","200.219.145.23",NA,NA,0,"53242 7738 174 7545","i"
"*","27.33.25.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 174 7545","i"
"*>","27.251.143.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 4637 45334","i"
"*","27.251.143.0","24","200.219.145.23",NA,NA,0,"53242 7738 6453 4637 45334","i"
"*>","27.251.145.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 4637 45334","i"
"*>","31.210.47.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 9121 42910","i"
"*","31.210.48.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 9121 42910","i"
"*>","31.210.48.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 9121 42910","i"
"*","31.210.49.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 9121 42910","i"
"*","37.46.237.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 9002 13188","i"
"*>","37.46.237.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9002 13188","i"
"*","37.46.238.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 9002 13188","i"
"*>","37.46.238.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9002 13188","i"
"*","37.211.48.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 8781 42298","i"
"*>","37.211.48.0","20","200.219.145.23",NA,NA,0,"53242 12956 3356 8781 42298","i"
"*","37.211.64.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 8781 42298","i"
"*>","37.211.64.0","20","200.219.145.23",NA,NA,0,"53242 12956 3356 8781 42298","i"
"*","40.211.131.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 7332 4249","i"
"*>","40.211.131.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 7332 4249","i"
"*","40.211.132.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 7332 4249","i"
"*","41.136.32.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 23889","?"
"*>","41.136.32.0","21","200.219.145.23",NA,NA,0,"53242 12956 6453 23889","?"
"*","41.136.64.0","19","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 23889","i"
"*>","41.136.64.0","19","200.219.145.23",NA,NA,0,"53242 12956 6453 23889","i"
"*","41.136.76.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3257 4788 23889","i"
"*>","41.136.76.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4788 23889","i"
"*","41.136.78.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3257 4788 23889","?"
"*","41.222.26.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 15399 37084 33772","i"
"*>","41.222.26.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 15399 37084 33772","i"
"*","41.222.28.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 37100 33772","i"
"*>","41.222.28.0","22","200.219.145.23",NA,NA,0,"53242 12956 174 37100 33772","i"
"*","41.222.28.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 37100 33772","i"
"*>","43.255.104.0","22","200.219.145.23",NA,NA,0,"53242 12956 4766 17444 62468","i"
"*","43.255.108.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 4766 17444 58962","i"
"*>","43.255.108.0","24","200.219.145.23",NA,NA,0,"53242 12956 4766 17444 58962","i"
"*","43.255.109.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 4766 17444 58962","i"
"*>","43.255.109.0","24","200.219.145.23",NA,NA,0,"53242 12956 4766 17444 58962","i"
"*>","46.102.239.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 201665","i"
"*","46.102.240.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 16265 60781","i"
"*>","46.102.240.0","21","200.219.145.23",NA,NA,0,"53242 12956 1299 16265 60781","i"
"*","46.102.248.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 2914 39756","i"
"*>","46.102.248.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 39756","i"
"*","46.253.14.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3257 44814","i"
"*>","46.253.14.0","24","200.219.145.23",NA,NA,0,"53242 12956 3257 44814","i"
"*","46.253.15.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3257 44814","i"
"*>","46.253.15.0","24","200.219.145.23",NA,NA,0,"53242 12956 3257 44814","i"
"*","46.253.16.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 29551 34624","i"
"*>","50.31.220.0","22","200.219.145.23",NA,NA,0,"53242 12956 2914 23352","i"
"*","50.31.222.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 23352","i"
"*>","50.31.222.0","24","200.219.145.23",NA,NA,0,"53242 12956 2914 23352","i"
"*","50.31.224.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 2914 23352","i"
"*>","50.31.224.0","21","200.219.145.23",NA,NA,0,"53242 12956 2914 23352","i"
"*","50.31.232.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 2914 23352","i"
"*>","50.31.232.0","21","200.219.145.23",NA,NA,0,"53242 12956 2914 23352","i"
"*","50.31.234.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 2914 23352 29869","i"
"*>","50.31.234.0","23","200.219.145.23",NA,NA,0,"53242 12956 2914 23352 29869","i"
"*","58.84.211.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 7473 7474 38809 45603","?"
"*>","58.84.211.0","24","200.219.145.23",NA,NA,0,"53242 12956 2914 38809 45603","i"
"*","58.84.212.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 7473 7474 38809 45603","?"
"*>","74.2.42.0","23","200.219.145.23",NA,NA,0,"53242 7738 4565 18566","i"
"*","74.2.44.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 18566","i"
"*>","74.2.44.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 18566","i"
"*","74.2.46.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 18566","i"
"*>","74.2.46.0","23","200.219.145.23",NA,NA,0,"53242 7738 4565 18566","i"
"*>","85.26.180.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31163","i"
"*","85.26.180.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31163","i"
"*>","85.26.184.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31163","i"
"*","85.26.184.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31163","i"
"*>","85.26.188.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31163","i"
"*","85.26.188.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31163","i"
"*>","85.26.189.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31163","i"
"*","85.26.189.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31163","i"
"*>","85.26.190.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31163","i"
"*","85.26.190.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31163","i"
"*>","85.26.191.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31163","i"
"*","85.26.191.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31163","i"
"*>","85.26.192.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 6854 31224","i"
"*","85.26.192.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 6854 31224","i"
"*>","85.26.196.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.196.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.200.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.200.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.204.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.204.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.205.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.205.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.206.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.206.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.207.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.207.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.208.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 31133 31213","i"
"*","85.26.208.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31213","i"
"*>","85.26.212.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 31133 31213","i"
"*","85.26.212.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31213","i"
"*>","85.26.216.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 31133 31213","i"
"*","85.26.216.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31213","i"
"*>","85.26.220.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 31133 31213","i"
"*","85.26.220.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31213","i"
"*>","85.26.224.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 6854 31205","i"
"*","85.26.224.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 6854 31205","i"
"*>","85.26.225.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 50928","i"
"*","85.26.225.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 50928","i"
"*>","85.26.226.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31205","i"
"*","85.26.226.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31205","i"
"*>","85.26.227.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31205","i"
"*","85.26.227.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31205","i"
"*>","85.26.228.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31205","i"
"*","85.26.228.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31205","i"
"*>","85.26.229.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31205","i"
"*","85.26.229.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31205","i"
"*>","85.26.230.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31205","i"
"*","85.26.230.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31205","i"
"*>","85.26.231.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31205","i"
"*","85.26.231.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31205","i"
"*>","85.26.232.0","21","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.232.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.232.0","23","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.232.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.234.0","23","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.234.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.236.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133","i"
"*","85.26.236.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133","i"
"*>","85.26.240.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31195","i"
"*","85.26.240.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31195","i"
"*>","85.26.244.0","22","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31195","i"
"*","85.26.244.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31195","i"
"*>","85.26.247.0","24","200.219.145.23",NA,NA,0,"53242 12956 1299 31133 31195","i"
"*","85.26.247.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31195","i"
"*>","85.26.248.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 31133 31213","i"
"*","85.26.248.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31213","i"
"*>","85.26.252.0","22","200.219.145.23",NA,NA,0,"53242 12956 3356 31133 31213","i"
"*","85.26.252.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31133 31213","i"
"*","85.27.0.0","17","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 12392","i"
"*>","85.27.0.0","17","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*","85.27.0.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 12392","i"
"*>","85.27.0.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*","85.27.16.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 12392","i"
"*>","85.27.16.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*","85.27.32.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 12392","i"
"*>","85.27.32.0","20","200.219.145.23",NA,NA,0,"53242 12956 174 12392","i"
"*","85.27.48.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 12392","i"
"*>","85.27.48.0","20","200.219.145.23",NA,NA,0,"53242 12956 174 12392","i"
"*","85.27.64.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 12392","i"
"*>","85.27.64.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*","85.27.80.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 12392","i"
"*>","85.27.80.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*","85.27.96.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 12392","i"
"*>","85.27.96.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*","85.27.112.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 12392","i"
"*>","85.27.112.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12392","i"
"*>","85.27.128.0","17","200.219.145.23",NA,NA,0,"53242 12956 3356 31027 34705","i"
"*","85.27.128.0","17","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31027 34705","i"
"*>","85.27.128.0","18","200.219.145.23",NA,NA,0,"53242 12956 3356 31027 34705","i"
"*","85.27.128.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31027 34705","i"
"*>","85.27.192.0","18","200.219.145.23",NA,NA,0,"53242 12956 3356 31027 34705","i"
"*","85.27.192.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 31027 34705","i"
"*>","85.28.0.0","19","200.219.145.23",NA,NA,0,"53242 12956 3356 20485 21127 31643","i"
"*","85.28.0.0","19","200.219.145.45",NA,NA,0,"28135 18881 3549 20485 21127 31643","?"
"*","85.28.0.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 20485 21127 31643","i"
"*>","85.28.0.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 20485 21127 31643","i"
"*","85.28.16.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 20485 21127 31643","i"
"*>","85.28.16.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 20485 21127 31643","i"
"*","85.28.64.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 21502","i"
"*>","85.28.64.0","18","200.219.145.23",NA,NA,0,"53242 12956 3356 21502","i"
"*","85.28.128.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 20804 21404","i"
"*>","85.28.128.0","18","200.219.145.23",NA,NA,0,"53242 12956 3257 20804 21404","i"
"*","85.28.162.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 20804 21404","i"
"*>","85.28.162.0","23","200.219.145.23",NA,NA,0,"53242 12956 3257 20804 21404","i"
"*","85.28.168.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 20804 21404","i"
"*>","85.28.168.0","24","200.219.145.23",NA,NA,0,"53242 12956 3257 20804 21404","i"
"*>","85.28.192.0","18","200.219.145.23",NA,NA,0,"53242 12956 6453 20485 49301 34974","i"
"*","85.28.192.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 12389 34974","i"
"*>","85.28.192.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 12389 34974","i"
"*","85.28.192.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 12389 34974","i"
"*","85.28.192.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 12389 34974","i"
"*>","85.28.192.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 12389 34974","i"
"*>","85.28.195.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 12389 34974","i"
"*","85.28.195.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 12389 34974","i"
"*","85.28.208.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 20485 49301 34974","i"
"*>","85.28.208.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 20485 49301 34974","i"
"*","85.28.224.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 20485 49301 34974","i"
"*>","85.28.224.0","20","200.219.145.23",NA,NA,0,"53242 12956 6453 20485 49301 34974","i"
"*","85.28.240.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 20485 49301 34974","i"
